SNR,CS_Mean_Text_1,CS_Lower_Text_1,CS_Upper_Text_1,MI_Mean_Text_1,MI_Lower_Text_1,MI_Upper_Text_1,CS_Mean_Text_2,CS_Lower_Text_2,CS_Upper_Text_2,MI_Mean_Text_2,MI_Lower_Text_2,MI_Upper_Text_2,CS_Mean_Text_3,CS_Lower_Text_3,CS_Upper_Text_3,MI_Mean_Text_3,MI_Lower_Text_3,MI_Upper_Text_3
8,0.8767925798892975,0.8644693795716534,0.8891157802069416,1.699954795420036,1.514387921900983,1.885521668939089,0.8910585045814514,0.8621122761346744,0.9200047330282284,3.321193468019474,2.8910090704927907,3.751377865546157,0.8857976019382476,0.8795555166391309,0.8920396872373644,2.4692346239128193,2.0885024754626498,2.849966772362989
9,0.8956656932830811,0.8878103123028225,0.9035210742633397,1.8642090440390273,1.6922331020680565,2.036184986009998,0.9087200880050659,0.870000943416103,0.9474392325940287,3.572636603459439,2.9483129161511052,4.196960290767773,0.8818221390247345,0.8747303256713531,0.8889139523781159,2.477461060128814,2.100990906255623,2.853931214002005
10,0.8812634527683259,0.8700552021231333,0.8924717034135184,1.7978761644823542,1.6130375833894517,1.9827147455752567,0.8856564521789551,0.866735189511994,0.9045777148459161,3.5470349698572337,2.9859906328794374,4.10807930683503,0.8957037031650543,0.8837410738131565,0.9076663325169522,2.7056326143922482,2.2708954919468183,3.140369736837678
11,0.8797239124774933,0.8642623940438616,0.8951854309111249,1.8888309521417863,1.73754711544424,2.040114788839333,0.9219231128692627,0.8852136924580487,0.9586325332804766,3.869459928359022,3.3904786159926514,4.348441240725393,0.8605694353580475,0.8150400688772844,0.9060988018388106,2.260671758943222,1.8868977135181115,2.6344458043683323
12,0.8815641522407531,0.86960889053814,0.8935194139433663,1.8294433391768905,1.5682511119743416,2.0906355663794396,0.9525148689746856,0.9212550863797718,0.9837746515695994,3.9759597574045054,3.4630325494885272,4.488886965320484,0.8917485773563385,0.8850745800150512,0.8984225746976258,2.8241786809290237,2.515456845904772,3.1329005159532755
13,0.8672352850437164,0.8511384553798788,0.883332114707554,1.6674909195974164,1.4184809795917466,1.9165008596030861,0.926933878660202,0.895219119376523,0.9586486379438811,3.9538468098885744,3.4230357029847434,4.484657916792406,0.8571999728679657,0.7967234096464406,0.9176765360894907,2.6218336840409306,2.142293502605646,3.1013738654762153
14,0.8799785315990448,0.8677729138148443,0.8921841493832453,1.8506143239677322,1.7290141679662698,1.9722144799691945,0.9277764797210694,0.9034600710187305,0.9520928884234082,4.2828016780777975,3.9023054847113325,4.6632978714442626,0.871984887123108,0.8405785029244721,0.9033912713217438,2.58191177778149,2.156869961034727,3.0069535945282535
15,0.8705931186676026,0.8567477505005555,0.8844384868346497,1.7823884613007501,1.5713083388228382,1.993468583778662,0.9368387758731842,0.9012513656018784,0.9724261861444901,4.261509205578898,3.7654676549348,4.757550756222996,0.9051721930503845,0.8865969710359486,0.9237474150648205,2.7842908729694025,2.3414997726073037,3.2270819733315013
16,0.878053343296051,0.8666168192813233,0.8894898673107787,1.9621130634880366,1.7577448922515426,2.1664812347245306,0.9087071597576142,0.8936431108276025,0.9237712086876259,3.3000632323368677,3.005742416137844,3.5943840485358916,0.8891112506389618,0.8769547501664905,0.9012677511114331,2.6708781054468824,2.271574820343478,3.070181390550287
17,0.8866303920745849,0.8733672562838615,0.8998935278653084,2.0745103919251973,1.8272319605279617,2.3217888233224326,0.9031104862689971,0.8925866985002404,0.9136342740377539,3.649392753963311,3.3033883790929046,3.9953971288337176,0.8938732147216797,0.8828595329813835,0.9048868964619758,2.9086434410212,2.3644418348130913,3.452845047229309
18,0.8901170492172241,0.874977298399645,0.9052568000348032,1.684666581883172,1.3180353447907316,2.0512978189756126,0.9176726937294006,0.8957452097740229,0.9396001776847783,3.6010802486457507,3.1535740524280027,4.048586444863498,0.8878450155258178,0.8813130848022659,0.8943769462493698,2.533229328176174,2.0261084475719073,3.040350208780441
19,0.8833892345428467,0.8680896437524542,0.8986888253332391,1.8029425910517372,1.557202510551377,2.0486826715520974,0.9495674014091492,0.9184424174311406,0.9806923853871578,4.222761498561118,3.6822467728080848,4.7632762243141515,0.8977228939533234,0.8758181007712273,0.9196276871354194,2.7772932434396536,2.4098792999788876,3.1447071869004195
20,0.872156697511673,0.8542040832606007,0.8901093117627453,1.8369155046790493,1.498290287328076,2.1755407220300227,0.9321290075778961,0.9002352696166049,0.9640227455391872,4.0439879906811855,3.5204107994456635,4.567565181916708,0.8916708469390869,0.8844665489856987,0.8988751448924752,2.713824115453973,2.270665328479651,3.1569829024282945
21,0.8833589494228363,0.8689294467921044,0.8977884520535683,2.0251320582486887,1.8176447270933178,2.23261938940406,0.9493931591510772,0.9165410141937593,0.9822453041083952,4.345290115756815,3.8304299184133654,4.860150313100265,0.8897659599781036,0.8793384152013257,0.9001935047548815,2.466245291485134,1.9008815351739803,3.031609047796288
22,0.8829357743263244,0.8761961872511018,0.889675361401547,2.0255730341999665,1.8474921742348103,2.2036538941651225,0.9292243778705597,0.8958678373864816,0.9625809183546378,4.030697904498065,3.4738978178037554,4.587497991192374,0.9092034280300141,0.8836430167625812,0.934763839297447,2.539724816069287,2.136525889627721,2.9429237425108528
23,0.8849294722080231,0.8765507618673496,0.8933081825486966,1.9870739070449919,1.744303666860157,2.2298441472298265,0.9333392322063446,0.9019572470578152,0.964721217354874,3.8359146312131593,3.2503644980812263,4.421464764345092,0.8968380928039551,0.8762805231407683,0.9173956624671419,2.7595804357569333,2.315656650634836,3.2035042208790308
24,0.8846047580242157,0.877299867717445,0.8919096483309864,1.7607476141601104,1.5669008160846623,1.9545944122355585,0.9337911784648896,0.9046200945494509,0.9629622623803282,4.037865736965593,3.481370494925716,4.594360979005469,0.8973693311214447,0.8754233503005555,0.9193153119423338,2.4331686575678653,1.9729856954340674,2.8933516197016633
25,0.8952672600746154,0.886443754728475,0.9040907654207558,1.9937305178186329,1.781898196171021,2.2055628394662445,0.9220363140106201,0.9008133021930582,0.9432593258281821,3.8130488519496355,3.3943351241788933,4.231762579720377,0.9034876465797425,0.8776547024294938,0.9293205907299911,2.540233705582467,2.06660668743942,3.0138607237255135
26,0.8816376268863678,0.8729894052044908,0.8902858485682449,1.9571784877914866,1.816928544386291,2.097428431196682,0.9266946017742157,0.9003596177840903,0.953029585764341,3.9443730440355766,3.4336779738941052,4.455068114177048,0.8871717095375061,0.8797375960112757,0.8946058230637366,2.5683025093734626,2.0714254903345393,3.065179528412386
27,0.8880534529685974,0.8833401567422163,0.8927667491949784,1.9629991133908997,1.7181487050268445,2.2078495217549547,0.9375880122184753,0.9044984401917309,0.9706775842452198,4.210770586314416,3.7039447187985375,4.717596453830295,0.8861166357994079,0.8675004363004304,0.9047328352983854,2.6130956814619815,2.183360491203692,3.042830871720271
28,0.8830098211765289,0.864849800572678,0.9011698417803798,1.8962266271314447,1.6321759644424607,2.1602772898204288,0.945257842540741,0.9148403614296517,0.9756753236518302,4.206522802899223,3.7033098305492818,4.709735775249165,0.8862118721008301,0.8800055510242886,0.8924181931773716,2.644414462982272,2.1475038275125216,3.1413250984520222
29,0.8850887596607209,0.8706307355016945,0.8995467838197473,2.0077498122649944,1.8237098817818982,2.1917897427480906,0.94714435338974,0.9156457235177471,0.9786429832617329,4.305841753975114,3.8441280379342784,4.76755547001595,0.8831935465335846,0.8735787405393942,0.892808352527775,2.60454324638933,2.1896917829509768,3.019394709827683
30,0.8992542207241059,0.8882236834856619,0.9102847579625498,2.0937751317746383,1.8759593823851244,2.311590881164152,0.9158215224742889,0.8859926303147083,0.9456504146338696,4.1600157085262985,3.762364690835653,4.557666726216945,0.8897031366825103,0.8672173235412174,0.9121889498238033,2.7095840679560066,2.169777941914499,3.249390193997514
31,0.8836889564990997,0.8760529601516874,0.891324952846512,2.1609407479635796,1.911191746494409,2.41068974943275,0.9523833811283111,0.9207175841221593,0.9840491781344629,4.5172022933460765,4.0978086421563775,4.936595944535775,0.8835264682769776,0.8759156985719567,0.8911372379819984,2.372693567000327,1.9248800923001508,2.8205070417005036
32,0.8916098773479462,0.8830216226685154,0.900198132027377,2.112094922992437,1.8924453747148622,2.331744471270012,0.9447812676429749,0.9146075325113818,0.9749550027745679,4.30351692586929,3.7980982995123593,4.80893555222622,0.8910043597221374,0.8783961527051554,0.9036125667391195,2.767036769079102,2.289282335755176,3.2447912024030274
33,0.8861092448234558,0.8786360792462633,0.8935824104006482,2.05866357995581,1.8785787370034186,2.238748422908202,0.9205046355724334,0.8902691254690867,0.9507401456757802,3.765585518896736,3.2999715316314524,4.23119950616202,0.8981239438056946,0.8750938068506262,0.921154080760763,2.7273920797786255,2.1442407474914034,3.3105434120658477
34,0.876499456167221,0.8702649201361757,0.8827339921982663,1.8980452678869704,1.7198453027782858,2.076245232995655,0.930454683303833,0.90507733081282,0.9558320357948459,4.1969060951546835,3.7218969440997296,4.671915246209638,0.8917014956474304,0.8841203687516851,0.8992826225431757,2.7526706535233267,2.1497079918183877,3.355633315228266
35,0.8906033158302307,0.8842874501292342,0.8969191815312272,2.2485861120617843,1.8792633273556028,2.6179088967679656,0.9310926914215087,0.9077018698190071,0.9544835130240104,3.9786338313906526,3.5287603891004315,4.428507273680874,0.8915474236011505,0.8669665667536535,0.9161282804486475,2.7113892010911105,2.248609832626265,3.174168569555956
36,0.8987978041172028,0.8872981296164079,0.9102974786179977,2.119465783422089,1.8611846322344927,2.377746934609685,0.9224595189094543,0.8950315517616959,0.9498874860572127,3.6491103806546024,3.170123505481386,4.128097255827819,0.8882817029953003,0.8740389847995284,0.9025244211910722,2.643381047462215,2.0413742513185142,3.2453878436059154
37,0.8918229341506958,0.8857066655847147,0.8979392027166769,2.1000930321471083,1.9192015769012833,2.2809844873929332,0.9123206675052643,0.8798550589563136,0.9447862760542151,3.9821883787482237,3.5200347541801063,4.444342003316342,0.8904403865337371,0.8693536381839095,0.9115271348835647,2.1682360501001097,1.677498060732605,2.6589740394676142
38,0.8927673816680908,0.8873507576481616,0.8981840056880199,2.3478313456095306,2.048449615405866,2.647213075813195,0.9337297677993774,0.903803926606951,0.9636556089918039,4.134371431230476,3.5984647843737108,4.670278078087241,0.893015718460083,0.8838203486294475,0.9022110882907185,2.931064996316474,2.4396612671352824,3.4224687254976653
39,0.8869360327720642,0.8797997020632043,0.8940723634809241,2.006844110596412,1.7139830539891914,2.299705167203633,0.9334335565567017,0.903017605322501,0.9638495077909024,4.13410554819967,3.6033027916704587,4.66490830472888,0.9053106844425202,0.880133413633772,0.9304879552512684,3.175670357778991,2.626582078569581,3.724758636988401
